,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha,-0.237246973697855,0.000915664942498603,0.0418546728385063,-0.31649724308821,-0.266175836971915,-0.23803766624815,-0.207933935430238,-0.156929493302374,2089.36699131865,1.0000613511875
delta,0.957985425755542,0.00108246088681707,0.0486233184094402,0.859213430855336,0.92550896117772,0.959515735584151,0.990603181613198,1.05266770894264,2017.737959831,0.999930231195712
mu[1],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[2],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[3],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[4],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[5],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[6],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[7],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[8],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[9],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[10],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[11],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[12],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[13],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[14],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[15],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[16],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[17],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[18],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[19],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[20],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[21],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[22],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[23],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[24],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
mu[25],0.440990298571445,0.000225646578031324,0.0103150490119079,0.421529633102899,0.433846161288564,0.440769993557033,0.44820300860736,0.460847943508396,2089.70551180347,1.00006969657983
phi[1],2.60951806847126,0.00282554956225836,0.126720218714181,2.36130263766412,2.52315212049562,2.61043202919074,2.69285826517255,2.86528482973758,2011.34221343707,0.999923151043228
phi[2],2.60951806847126,0.00282554956225836,0.126720218714181,2.36130263766412,2.52315212049562,2.61043202919074,2.69285826517255,2.86528482973758,2011.34221343707,0.999923151043228
phi[3],2.60951806847126,0.00282554956225836,0.126720218714181,2.36130263766412,2.52315212049562,2.61043202919074,2.69285826517255,2.86528482973758,2011.34221343707,0.999923151043228
phi[4],2.60951806847126,0.00282554956225836,0.126720218714181,2.36130263766412,2.52315212049562,2.61043202919074,2.69285826517255,2.86528482973758,2011.34221343707,0.999923151043228
