,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha,0.262136451746023,0.00125830512195618,0.0501763667218541,0.160369770035475,0.228706573438617,0.262733166291367,0.294967837262399,0.362097285369159,1590.10752471573,1.00030145052404
delta,-2.06459759884515,0.0346380716594607,1.15600577700968,-4.34152311077156,-2.83512179601607,-2.08334893095304,-1.27207649974438,0.187299279635146,1113.81380438906,1.00048862947138
epsilon[1],5.42379986580817,0.0565920807891269,1.8265821278692,1.74232925906731,4.19218169949416,5.42876930692591,6.63494763623517,8.9027818409192,1041.75857291795,1.00041876891453
epsilon[2],5.84539088921647,0.0247848066146274,0.863985993613571,4.13000926710114,5.26893325909012,5.84249576538909,6.42357474171754,7.52544383190814,1215.18481741258,1.00024788932869
epsilon[3],-10.0557131093303,0.0446701863201568,1.42230312424395,-12.8337245025192,-11.0245158702332,-10.0404403807253,-9.07848520956387,-7.46013073135724,1013.79186079553,1.00021008839311
epsilon[4],-1.33866556771059,0.0343788149620581,1.10339270245905,-3.43391897724526,-2.0701851693042,-1.33903847569803,-0.604490950205455,0.853373333595546,1030.0976815412,1.00042969988786
mu[1],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[2],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[3],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[4],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[5],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[6],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[7],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[8],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[9],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[10],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[11],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[12],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[13],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[14],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[15],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[16],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[17],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[18],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[19],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
mu[20],0.565121200005201,0.000308829523504961,0.0123241233051352,0.540006736589232,0.556928713233266,0.565308045520075,0.57321190427698,0.589548032409084,1592.48168776577,1.00029301000342
