,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha,0.66584073020488,0.00314832328193815,0.0922929161133676,0.473757732927948,0.607438721436845,0.667595109784409,0.728207377903249,0.842053675547812,859.365856235356,1.00120882106859
delta,-52.4119516090299,0.314521455751097,9.17973195750865,-70.7619716117116,-58.4899427139283,-52.0069815917219,-46.1565295621869,-35.0647359617668,851.842779011312,0.99965206336047
epsilon[1],60.1708815206838,0.52538069529273,13.5369059964707,33.0840930525289,51.1129489205148,60.0614801290167,69.1698920581875,86.1048762375497,663.881557654532,1.00051631743732
epsilon[2],-18.3343619605725,0.156603960869857,3.84618492554266,-25.4543592380906,-20.9585895010103,-18.4764163869164,-15.856088420806,-10.4868664051599,603.190979890056,1.00100643136824
epsilon[3],21.9907933621925,0.157521627091053,5.03216563918241,11.959796408252,18.5969449098543,21.9231347853063,25.4204848356251,31.6828254681167,1020.53869845598,1.00060984494885
mu[1],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[2],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[3],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[4],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[5],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[6],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[7],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[8],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[9],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[10],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[11],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[12],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[13],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[14],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[15],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
mu[16],0.660267497588139,0.000709434563400225,0.020717387073556,0.61627277378828,0.647356318433033,0.660964455079173,0.674411769448066,0.698897567390465,852.796234137937,1.0012844763653
phi[1],1.24357110513818,0.0148724052109193,0.38444838919911,0.67806128282501,0.967573905357872,1.17697300720174,1.45055509241095,2.13402884799212,668.211078862341,1.0013181512065
phi[2],1.00525473749936,0.00456576940866826,0.177570675522921,0.700556498465954,0.879362712220198,0.990748963932223,1.11107244020471,1.38762233164419,1512.56673801219,0.999618870801419
phi[3],5.63933033605802,0.0248858830592797,0.876333286803864,4.13503526822014,5.02772875754337,5.57628202797204,6.18059871079132,7.49229012622142,1240.03089220897,1.00067042790296
phi[4],3.33109750621517,0.0114207425495374,0.425243422383533,2.58462049055616,3.04224801616896,3.30019501274808,3.59522323468397,4.25571996119644,1386.3935403468,0.999892325601131
phi[5],3.78963529297988,0.0118908630301939,0.468011804876809,2.95791247314048,3.45528651838939,3.76522804361951,4.08931358617073,4.74859175749059,1549.12642486437,0.999724902060974
phi[6],12.7069216089642,0.125306459854892,3.25374355436912,7.2608120533303,10.4324972185395,12.3369553287638,14.675515863792,19.6821088500009,674.248083287464,1.00040120475222
phi[7],6.7882110879864,0.0795087358164295,2.27741649802758,3.24562351787241,5.13192698177229,6.47748163189823,8.15641990230278,12.1224615346205,820.455873410647,1.00030849900977
phi[8],5.42124335932497,0.0213738335589449,0.676856166413713,4.1608266121295,4.96351596889868,5.39402669345981,5.87103898297552,6.81825742028113,1002.83142205599,0.999997631127257
phi[9],1.91585074887518,0.0157207899944574,0.533231342904063,1.08586459697245,1.51854923212462,1.85472389199799,2.23533893401359,3.12038712157744,1150.48935709882,0.999701635023808
phi[10],4.88629589045443,0.0315907457720121,1.04715029711751,3.14786154472122,4.13783589398474,4.80740713155563,5.52064345603375,7.22313529235203,1098.74847040414,0.999973663370233
phi[11],6.393032794643,0.0453410876617556,1.30764195777253,4.10509584490405,5.47560029677685,6.28414674838254,7.2080958517971,9.19806347153475,831.751947468143,1.00034242088377
phi[12],4.25423211910418,0.0266679289720954,0.843404647408047,2.80336389914374,3.65649864014136,4.16960186914659,4.78936615121379,6.1179934767668,1000.21508471165,1.00039234154613
phi[13],4.30961035666963,0.022324605962066,0.816920246196957,2.92973960489565,3.72945420191109,4.23894041797255,4.80817509493734,6.12486427321193,1339.03434001692,0.999616131122217
phi[14],4.88629589045443,0.0315907457720121,1.04715029711751,3.14786154472122,4.13783589398474,4.80740713155563,5.52064345603375,7.22313529235203,1098.74847040414,0.999973663370233
phi[15],1.24357110513818,0.0148724052109193,0.38444838919911,0.67806128282501,0.967573905357872,1.17697300720174,1.45055509241095,2.13402884799212,668.211078862341,1.0013181512065
phi[16],5.42124335932497,0.0213738335589449,0.676856166413713,4.1608266121295,4.96351596889868,5.39402669345981,5.87103898297552,6.81825742028113,1002.83142205599,0.999997631127257
