,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha,1.56208613452801,0.0749330864541637,1.87723341187545,-2.05719673883331,0.323759056154471,1.59365615165961,2.75423486515667,5.37175529257368,627.609209997498,0.999818863910248
delta,169.044176417663,0.84865719419474,17.1142384476843,136.3007357895,157.008952127477,168.74848561484,180.969322997064,201.240633596305,406.677891195184,1.0007407508489
beta[1],5.805477723902,0.0831160454106828,2.31668728001546,1.47956583112404,4.19429832728167,5.80642982654025,7.28411655779671,10.5737818816313,776.899934632862,0.999999716722749
beta[2],-4.07290752059874,0.0349581878243071,0.815466723103509,-5.59907026858209,-4.59419228564914,-4.0957380448013,-3.54571484197757,-2.44323426795182,544.145026370947,1.00059549535107
beta[3],-4.05158149630139,0.123671310990421,2.50786575249026,-9.14793984097338,-5.73445098776814,-3.96414800986826,-2.30974437933292,0.55693799662339,411.216602224048,1.00090915555358
epsilon[1],-142.290556287369,0.795292978297969,16.6728558717705,-173.649872230983,-153.951306479176,-142.66622714978,-130.593433374721,-109.547328586275,439.506898116835,1.000185877132
epsilon[2],15.0843297562382,0.224184374012762,4.62020859977107,6.2236454548398,11.8689307830456,15.0212265793995,18.3566918211355,24.059532251381,424.72956379778,1.00063458573507
epsilon[3],-70.6091813127216,0.437356637074444,9.82840834830036,-90.4122746341541,-77.0950100095364,-70.3227074939141,-63.8079908051153,-52.6473630425282,505.00414325079,1.00129678357937
mu[1],0.240535089699258,0.000890089300545146,0.0221212787005468,0.201919739610423,0.224722485446208,0.238506690066127,0.255754220329516,0.286604086877223,617.665427890236,1.00125702031754
mu[2],0.281870675741376,0.00192581232791276,0.038401733801785,0.220890183018306,0.254256774223917,0.278547618779152,0.304601032372121,0.369587256779568,397.625053579305,1.00210322040641
mu[3],0.289201745464564,0.000441625314201648,0.0160944067133742,0.258783562059352,0.278327555047067,0.288842158662868,0.30042226000013,0.321159063701797,1328.13439864878,0.999720814929724
mu[4],0.318398940980271,0.00030104288208646,0.011023086636244,0.297897856843792,0.311007675773646,0.318427386979079,0.326065471321512,0.339938296133089,1340.7558955166,0.99965287864452
mu[5],0.290061371127685,0.00084502358824375,0.0204947666890897,0.254497728024064,0.274921070028102,0.28848529791732,0.303733883716676,0.333951497042925,588.231521268794,1.00164147988233
mu[6],0.372159301279025,0.000405136413482546,0.0124630935356429,0.34817446308436,0.364075379150185,0.371978300797518,0.380216420019749,0.397210752108943,946.344256267656,0.999686410368901
mu[7],0.420285625558625,0.000407390272230402,0.0118166768371632,0.398289574245252,0.4124659263935,0.419985419245626,0.428057107664677,0.443729572365003,841.335875283282,1.00003046130557
mu[8],0.344464609991185,0.00027641020952508,0.00946506042089845,0.326510341088733,0.33802715772655,0.344252208634478,0.350706841702342,0.363466438474283,1172.56957437854,1.00016334988154
mu[9],0.383560826439923,8.45101815402522e-05,0.00365003128148449,0.375931224955391,0.38121422197951,0.383630840396861,0.386036783179553,0.39066517940741,1865.41344942556,0.999605350273986
mu[10],0.384305827732935,0.000332492335216932,0.00737155973309507,0.368952558671567,0.379592935880666,0.384266505371719,0.389114322601307,0.399353049220887,491.536193289617,1.00020263207619
mu[11],0.375631977842655,0.000264022056911673,0.0082314461327575,0.35991220646511,0.370265385217738,0.375439855481412,0.381121663365744,0.392341928724525,972.012523785629,1.00003773093505
mu[12],0.316366497382548,0.00132746059334264,0.0288072797648727,0.268109410976712,0.295322335785988,0.31380269013114,0.334549844436399,0.378858247634679,470.935278663901,1.00196279256749
mu[13],0.277585556369627,0.00112526730464915,0.0261334563759817,0.233647834991041,0.258352384180022,0.275328782327141,0.29433068540933,0.335394693456788,539.364433161888,1.00177540201219
mu[14],0.384305827732935,0.000332492335216932,0.00737155973309507,0.368952558671567,0.379592935880666,0.384266505371719,0.389114322601307,0.399353049220887,491.536193289617,1.00020263207619
mu[15],0.240535089699258,0.000890089300545146,0.0221212787005468,0.201919739610423,0.224722485446208,0.238506690066127,0.255754220329516,0.286604086877223,617.665427890236,1.00125702031754
mu[16],0.344464609991185,0.00027641020952508,0.00946506042089845,0.326510341088733,0.33802715772655,0.344252208634478,0.350706841702342,0.363466438474283,1172.56957437854,1.00016334988154
phi[1],7.10468070016993,0.093158149475401,2.24396383195463,3.67446135153226,5.47625014579719,6.79506240132602,8.41594742036295,12.3569464874501,580.216399146549,1.0006619820859
phi[2],19.4837711971468,0.417261113429413,9.41281389994985,7.68340453703791,12.8060463037143,17.1947821469599,23.9340078956868,43.3302529875699,508.889065780138,1.00172922803299
phi[3],1.61006138646057,0.0137400142177477,0.357796228557967,1.00094964235264,1.35407876171839,1.58637532031742,1.8373635784292,2.36798217488834,678.105321704951,1.0002718354012
phi[4],23.6415272377122,0.0787401564274538,3.21063567181175,17.7195420426545,21.3925617636412,23.4832603145001,25.6136946681023,30.4997395182994,1662.60662522823,0.999607553588882
phi[5],1.89064235317559,0.0041654968463409,0.19953683624332,1.51594528118587,1.75667162955306,1.88417667460774,2.01820092372006,2.30759439697771,2294.62934850854,1.00057267139491
phi[6],3.23016503089819,0.0482284356500553,0.958557507671562,1.72538032463559,2.51054828863971,3.11836413001916,3.80947587232054,5.33448521346848,395.02992432401,1.00033275113748
phi[7],84.7954057921133,0.360129870485124,16.8964569106697,56.3258820751599,72.6957751497069,83.534464756394,95.3222346216308,122.519439616396,2201.26840705027,0.999644997737502
phi[8],11.9079570317916,0.0460166722722894,1.32217093852467,9.38693506583157,11.0278276572151,11.86009680855,12.7541215547691,14.5614651559028,825.552688089734,0.999780052148191
phi[9],1341.71656634813,19.7394809158598,461.597028832148,648.40723230871,1008.46784444385,1269.51194697838,1599.79822455524,2361.5810681364,546.832796376811,1.00043288832388
phi[10],101.122161305619,0.310914059539004,14.2602736358073,75.3298425766836,91.3871797034681,100.589379146738,110.056695539191,130.666340992586,2103.65731912419,0.999617251233576
phi[11],23.2603033646031,0.102282527506632,3.17054918136549,17.5420798011714,21.1056550025749,23.1521945069175,25.3520607180464,29.7535452743692,960.873212017343,0.999707515172784
phi[12],2.14457277217594,0.00760946985447711,0.358629436526739,1.49608625881494,1.89358810168096,2.12699787217809,2.37066142716401,2.89559859813837,2221.17647919854,1.00117003320547
phi[13],0.544236175411589,0.00211589138554468,0.0827024891287455,0.395841336625648,0.486629595985132,0.539218383813017,0.596635521953767,0.720411252568358,1527.74341658924,1.00012409649337
phi[14],101.122161305619,0.310914059539004,14.2602736358073,75.3298425766836,91.3871797034681,100.589379146738,110.056695539191,130.666340992586,2103.65731912419,0.999617251233576
phi[15],7.10468070016993,0.093158149475401,2.24396383195463,3.67446135153226,5.47625014579719,6.79506240132602,8.41594742036295,12.3569464874501,580.216399146549,1.0006619820859
phi[16],11.9079570317916,0.0460166722722894,1.32217093852467,9.38693506583157,11.0278276572151,11.86009680855,12.7541215547691,14.5614651559028,825.552688089734,0.999780052148191
A[1],1.67716200983271,0.0172184044746592,0.441620160374048,0.982737310874894,1.3588622865716,1.61744877268854,1.93990004749957,2.67276266434405,657.827418622503,1.0003159450342
A[2],5.22310975515323,0.081764309496623,1.94282526945758,2.60264357529068,3.82955897255179,4.8136153198521,6.1719279578891,10.167746813647,564.598786139057,1.00146822687174
A[3],0.465361535655576,0.00396384616966092,0.10516320952234,0.284851871364075,0.390598975219899,0.458834038754679,0.532157834078095,0.689797620698251,703.87263373446,1.00029469301383
A[4],7.5174350499116,0.0236248340653718,0.97850928158493,5.68552069027671,6.82061710752013,7.47933018582328,8.13763663094692,9.57582635888776,1715.5064897433,0.999603403069201
A[5],0.547919683086606,0.00209327976549726,0.0658370225204574,0.428616849246723,0.501562559528426,0.544913956659914,0.590804163342183,0.686812256596987,989.203883232532,0.999603047315907
A[6],1.20296377931222,0.0178346448534985,0.36266152566392,0.642625404798657,0.930602985961446,1.15906485693285,1.42365626770126,2.02295277865571,413.498594218063,1.00030414255749
A[7],35.6177411779673,0.150017510164434,7.06954684590522,23.7840216477109,30.5629645646536,35.0305849480179,39.9858379540152,51.311508949743,2220.74783233959,0.999620599042521
A[8],4.10207400320463,0.0169696035027665,0.471288215958935,3.21315751721058,3.7818984775779,4.08452066779693,4.4087858159641,5.06129786526602,771.311437696278,0.99992755414279
A[9],514.938108138618,7.60598942312569,178.065559578473,247.257083243822,386.741029840082,487.585264109538,613.672038712376,912.617475849768,548.085639732886,1.00042644805394
A[10],38.8320865007631,0.109918929754861,5.31116649890938,29.284734245972,35.2507114894976,38.6019129329082,42.1470524118615,50.0866918012971,2334.72025040702,0.999600418242685
A[11],8.73685996865721,0.0396210858682513,1.20342852838827,6.56132260127205,7.91593537766973,8.67643600802468,9.54398209667548,11.224591026874,922.545633639305,0.999771719947158
A[12],0.676495194785978,0.00316257632900579,0.118087443387303,0.470545179640669,0.594560511841551,0.667959016495137,0.750073318645394,0.93869951288943,1394.20105886599,0.99980330932743
A[13],0.151320194090772,0.00108103492516881,0.0287136514776283,0.10429385888135,0.130701233367187,0.148461276209578,0.168680814798009,0.215025243911889,705.500619330722,0.999612061238206
A[14],38.8320865007631,0.109918929754861,5.31116649890938,29.284734245972,35.2507114894976,38.6019129329082,42.1470524118615,50.0866918012971,2334.72025040702,0.999600418242685
A[15],1.67716200983271,0.0172184044746592,0.441620160374048,0.982737310874894,1.3588622865716,1.61744877268854,1.93990004749957,2.67276266434405,657.827418622503,1.0003159450342
A[16],4.10207400320463,0.0169696035027665,0.471288215958935,3.21315751721058,3.7818984775779,4.08452066779693,4.4087858159641,5.06129786526602,771.311437696278,0.99992755414279
B[1],5.42751869033722,0.0762350185613075,1.82152551477261,2.64829006663808,4.11333659969418,5.15091889049147,6.47239323915677,9.73170123403965,570.901911522346,1.000732899206
B[2],14.2606614419936,0.335901501849633,7.52084303043069,4.94844769995166,8.96812655982787,12.349047705344,17.7178496371986,33.6465594116494,501.313220364475,1.00177023106281
B[3],1.144699850805,0.0101736940910848,0.257462892288879,0.709825565470936,0.965584263483601,1.12377877148059,1.30518602883038,1.69684105495877,640.430398340775,1.0002378017643
B[4],16.1240921878006,0.0565240726664748,2.2789080478915,12.0159910347532,14.5207323843885,15.9844600786207,17.5352785325918,21.0574457308499,1625.49902042648,0.999609475242008
B[5],1.34272267008898,0.00311424781369562,0.1512570967796,1.05893077725823,1.23597986627437,1.33808628038778,1.43755429933579,1.66196357500932,2358.98502611479,1.00123053619363
B[6],2.02720125158597,0.0304806474931768,0.599800675481057,1.08988409171351,1.57923477678732,1.96082407427541,2.38925835797392,3.35721326192697,387.226904351864,1.0003406978326
B[7],49.177664614146,0.21526652025591,9.94417226307891,32.5312877619019,42.0436271127536,48.3837321984045,55.3165899317584,71.5175373164289,2133.95028225868,0.999666752536243
B[8],7.80588302858692,0.0301813829760933,0.872018881638157,6.12752774132567,7.21449698370089,7.77308376091798,8.37478275313541,9.58669721251255,834.78282463489,0.999711586266772
B[9],826.778458209508,12.1345598223445,283.622362969026,402.287208088198,622.463460853187,781.880241799566,985.836211543634,1454.74763278547,546.302122525791,1.00043640915457
B[10],62.2900748048555,0.206369633981416,9.02530254359993,45.9568496955855,56.223172053045,61.9718360580153,68.0672980493182,81.1968689892328,1912.63434646255,0.999637895663976
B[11],14.5234433959459,0.063455097014649,1.99129175127939,10.9548561623562,13.1564554453997,14.457754004762,15.8061569066929,18.6570806508199,984.774432574386,0.999673783856433
B[12],1.46807757738996,0.0062937733620759,0.264558447857521,1.00992117439602,1.27834914637535,1.4532424767936,1.64024652469695,2.02199618569999,1766.93701176917,1.00184235682478
B[13],0.392915981320816,0.00128275418786171,0.0596369439222929,0.28724545619656,0.352188852532447,0.388693156383079,0.430970913787751,0.519145598598111,2161.44345097752,1.00071766650731
B[14],62.2900748048555,0.206369633981416,9.02530254359993,45.9568496955855,56.223172053045,61.9718360580153,68.0672980493182,81.1968689892328,1912.63434646255,0.999637895663976
B[15],5.42751869033722,0.0762350185613075,1.82152551477261,2.64829006663808,4.11333659969418,5.15091889049147,6.47239323915677,9.73170123403965,570.901911522346,1.000732899206
